102,2016-0131,1,2016-10-09,19,Mirave 3500,Calle,Mirave,Sd,Mirave 3500,comuna 4,Point (105921.45515383 98209.53178328),-58.39871183,-34.64539318,Peaton-Auto,Auto
103,2016-0132,1,2016-10-10,2,Av San Juan Y 24 De Noviembre,Avenida,San Juan Av.,24 De Noviembre,San Juan Av. Y 24 De Noviembre,comuna 3,Point (104853.84131654 100497.93573387),-58.41036975,-34.62477021,Auto-Pasajeros,Pasajeros
104,2016-0133,1,2016-10-14,0,Av Las Heras Y Sanchez De Bustamante,Avenida,Las Heras General Av.,Sanchez De Bustamante,Las Heras General Av. Y Sanchez De Bustamante,comuna 14,Point (105619.82089682 105083.85914124),-58.40204698,-34.5834269,Moto-Auto,Auto
105,2016-0134,1,2016-10-23,5,Av Piedra Buena Y 2 De Abril 1982,Avenida,Piedra Buena Av.,2 De Abril De 1982,Piedra Buena Av. Y 2 De Abril De 1982,comuna 8,Point (97612.37609226 94761.81268260),-58.48935287,-34.67648597,Moto-Objeto Fijo,Objeto Fijo
106,2016-0135,1,2016-10-24,5,Av Figueroa Alcorta  Y Pinedo,Avenida,"Figueroa Alcorta, Pres. Av.","Pinedo, Int.","Figueroa Alcorta, Pres. Av. Y Pinedo, Int.",comuna 14,Point (103734.76257993 107235.78328415),-58.42260225,-34.56403694,Peaton-Sd,Sd
107,2016-0136,1,2016-10-25,0,Au Buenos Aires - La Plata Km. 4,Autopista,Autopista Buenos Aires - La Plata,Sd,Sd,comuna 4,Point (. .),,,Moto-Cargas,Cargas
108,2016-0137,1,2016-10-25,0,Av San Martin Y Ladines,Avenida,San Martin Av.,Ladines,San Martin Av. Y Ladines,comuna 11,Point (95222.93546397 104315.24453153),-58.51537091,-34.59035925,Moto-Moto,Moto
109,2016-0138,1,2016-10-27,20,Av Cabildo Y Blanco Encalada,Avenida,Cabildo Av.,Blanco Encalada,Cabildo Av. Y Blanco Encalada,comuna 13,Point (100385.69739031 107770.04028070),-58.4590967,-34.55922742,Bicicleta-Cargas,Cargas
110,2016-0139,1,2016-10-28,23,Av Presidente Figueroa Alcorta Y Av Dorrego,Avenida,"Figueroa Alcorta, Pres. Av.",Dorrego Av.,"Figueroa Alcorta, Pres. Av. Y Dorrego Av.",comuna 14,Point (103965.45958231 107084.94812768),-58.42008769,-34.56539579,Moto-Moto,Moto
111,2016-0140,1,2016-10-31,2,Av Juramento Y Vuelta De Obligado,Avenida,Juramento Av.,Vuelta De Obligado,Juramento Av. Y Vuelta De Obligado,comuna 13,Point (100700.71684791 107520.92282315),-58.45566399,-34.56147293,Pasajeros-Pasajeros,Pasajeros
112,2016-0142,1,2016-11-05,23,Av Del Libertador Y Av Ramos Mejia,Avenida,Del Libertador Av.,"Ramos Mejia, Jose Maria, Dr. Av.","Del Libertador Av. Y Ramos Mejia, Jose Maria, Dr. Av.",comuna 1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,Moto-Pasajeros,Pasajeros
113,2016-0143,1,2016-11-06,4,Av 27 De Febrero Y Av Escalada,Avenida,27 De Febrero Av.,Escalada Av.,27 De Febrero Av. Y Escalada Av.,comuna 8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Moto-Sd,Sd
114,2016-0144,1,2016-11-07,12,Av. Alte. Brown 984,Avenida,"Brown, Alte. Av.",Sd,"Brown, Alte. Av. 984",comuna 4,Point (109494.82838112 99532.69117874),-58.35975012,-34.63343907,Peaton-Pasajeros,Pasajeros
115,2016-0145,1,2016-11-07,20,Av Del Libertador Y La Pampa,Avenida,Del Libertador Av.,La Pampa,Del Libertador Av. Y La Pampa,comuna 13,Point (101657.76119068 107735.39237736),-58.44523595,-34.55953855,Moto-Auto,Auto
116,2016-0146,1,2016-11-09,20,Pichincha Y Av Brasil,Avenida,Pichincha Av.,Brasil,Pichincha Av. Y Brasil,comuna 4,Point (106147.25140863 99876.44981079),-58.39626094,-34.63036565,Peaton-Pasajeros,Pasajeros
117,2016-0147,1,2016-11-16,21,Av Independencia Y Virrey Cevallos,Avenida,Independencia Av.,"Cevallos, Virrey","Independencia Av. Y Cevallos, Virrey",comuna 1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,Movil-Pasajeros,Pasajeros
118,2016-0148,1,2016-11-16,22,Av Garmendia 4895,Avenida,Garmendia Av.,Sd,Garmendia Av. 4895,comuna 15,Point (99810.88349598 103818.87868694),-58.46536113,-34.59484504,Moto-Moto,Moto
119,2016-0150,1,2016-11-18,18,Av Amancio Alcorta Y Diogenes Taborda,Avenida,"Alcorta, Amancio Av.","Taborda, Diogenes","Alcorta, Amancio Av. Y Taborda, Diogenes",comuna 4,Point (104996.91619776 97395.92929535),-58.40879146,-34.65273216,Cargas-Cargas,Cargas
120,2016-0151,1,2016-11-18,20,Sd,Calle,Sd,Sd,Sd,SD,Point (. .),,,Peaton-Sd,Sd
121,2016-0152,1,2016-11-23,21,Av Perito Moreno Y Zuviria,Avenida,"Moreno, Perito Av.",Zuviria,"Moreno, Perito Av. Y Zuviria",comuna 7,Point (99888.30162107 97709.27452060),-58.46451841,-34.64991946,Moto-Auto,Auto
122,2016-0153,1,2016-11-25,15,Araoz Y Av Cordoba,Avenida,Araoz,Cordoba Av.,Araoz Y Cordoba Av.,comuna 15,Point (103130.82393478 103817.27945358),-58.4291709,-34.59485488,Peaton-Moto,Moto
123,2016-0154,1,2016-11-26,14,Av Gral Paz 15200,Gral Paz,"Paz, Gral. Av.",Sd,"Paz, Gral. Av. 15200",comuna 8,Point (97546.12845734 94093.36420523),-58.49007772,-34.68251141,Moto-Moto,Moto
124,2016-0155,1,2016-11-26,16,Madero 900,Calle,Madero,Sd,Madero 900,comuna 10,Point (94107.02905618 100169.73297345),-58.52756365,-34.62772274,Peaton-Auto,Auto
125,2016-0156,1,2016-11-26,19,Av Independencia Y Dean Funes,Avenida,Independencia Av.,Dean Funes,Independencia Av. Y Dean Funes,comuna 3,Point (105219.14271583 101089.92439911),-58.40638983,-34.61943202,Moto-Pasajeros,Pasajeros
126,2016-0157,1,2016-12-03,6,Av Juan B Justo 5645,Avenida,"Justo, Juan B. Av.",Sd,"Justo, Juan B. Av. 5645",comuna 11,Point (98856.51878317 101315.60184716),-58.47576807,-34.61740997,Moto-Moto,Moto
127,2016-0159,1,2016-12-04,7,Av 27 De Febrero Y Av Escalada,Avenida,27 De Febrero Av.,Escalada Av.,27 De Febrero Av. Y Escalada Av.,comuna 8,Point (101721.59002217 93844.25656649),-58.44451316,-34.68475866,Auto-Sd,Sd
128,2016-0160,1,2016-12-06,5,Autopista Perito Moreno Altura Velz,Autopista,Autopista Perito Moreno,Sd,Autopista Perito Moreno (Altura Velez Sarsfield),comuna 9,Point (94867.91408532 99212.26216105),-58.51927194,-34.63635787,Cargas-Objeto Fijo,Objeto Fijo
129,2016-0161,1,2016-12-06,7,Av Santa Fe Y Godoy Cruz,Avenida,Santa Fe Av.,Godoy Cruz,Santa Fe Av. Y Godoy Cruz,comuna 14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,Peaton-Pasajeros,Pasajeros
130,2016-0162,1,2016-12-07,5,Av Federico Lacroze Y Av Forest,Avenida,"Lacroze, Federico Av.",Forest Av.,"Lacroze, Federico Av. Y Forest Av.",comuna 15,Point (100856.34310085 104890.83521057),-58.45396573,-34.58518167,Peaton-Auto,Auto
131,2016-0163,1,2016-12-10,7,Av Gral Paz Y Av General Mosconi,Gral Paz,"Paz, Gral. Av.",Mosconi General Av.,"Paz, Gral. Av. Y Mosconi General Av.",comuna 11,Point (94486.28631712 103468.59928582),-58.52340614,-34.59798754,Moto-Auto,Auto
132,2016-0164,1,2016-12-11,6,Av La Plata Y Cnel Gregorio Pomar,Avenida,La Plata Av.,"Pomar, Gregorio Tte. Cnel.","La Plata Av. Y Pomar, Gregorio Tte. Cnel.",comuna 4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,Auto-Auto,Auto
133,2016-0165,1,2016-12-12,8,Av Martin Garcia 300,Avenida,"Garcia, Martin Av.",Sd,"Garcia, Martin Av. 300",comuna 4,Point (108623.21898604 100090.41541188),-58.36926144,-34.62841919,Bicicleta-Pasajeros,Pasajeros
134,2016-0168,1,2016-12-13,10,Av La Plata Y Cnel Gregorio Pomar,Avenida,La Plata Av.,"Pomar, Gregorio Tte. Cnel.","La Plata Av. Y Pomar, Gregorio Tte. Cnel.",comuna 4,Point (103673.23003122 98676.84527702),-58.42323628,-34.64119105,Moto-Auto,Auto
135,2016-0169,1,2016-12-15,15,Nuñez Y Av Ricardo Balbin,Avenida,Nu?Ez,"Balbin, Ricardo, Dr. Av.","Nuã‘Ez Y Balbin, Ricardo, Dr. Av.",comuna 12,Point (98526.50846677 108043.08552265),-58.47935434,-34.55676497,Moto-Pasajeros,Pasajeros
136,2016-0170,1,2016-12-19,17,Av Gral Paz 4500,Gral Paz,"Paz, Gral. Av.",Sd,"Paz, Gral. Av. 4500",comuna 12,Point (96082.96647324 107261.96873833),-58.50598256,-34.5637998,Moto-Auto,Auto
137,2016-0171,1,2016-12-25,19,Au Buenos Aires - La Plata Y Au 25 De Mayo,Autopista,"Huergo, Ing. Av.",Autopista 25 De Mayo,"Huergo, Ing. Av. Y Autopista 25 De Mayo",comuna 1,Point (108916.48040002 100856.88142642),-58.36607137,-34.62150748,Moto-Moto,Moto
138,2016-0172,1,2016-12-26,8,Av Garay Y Castro,Avenida,"Garay, Juan De Av.",Castro,"Garay, Juan De Av. Y Castro",comuna 5,Point (104044.75501725 99724.84699960),-58.41918902,-34.63174259,Moto-Cargas,Cargas
139,2016-0173,1,2016-12-26,19,Av Directorio Y Av San Pedrito,Avenida,Directorio Av.,San Pedrito Av.,Directorio Av. Y San Pedrito Av.,comuna 7,Point (99615.63172945 99306.93173343),-58.46749188,-34.63551751,Moto-Cargas,Cargas
140,2016-0174,1,2016-12-27,0,Autopista 25 De Mayo,Autopista,Autopista 25 De Mayo,Sd,Autopista 25 De Mayo,SD,Point (. .),,,Sd-Sd,Sd
141,2016-0175,1,2016-12-27,8,Cnel Ramon L Falcon Y Membrillar,Calle,"Falcon, Ramon L.,Cnel.",Membrillar,"Falcon, Ramon L.,Cnel. Y Membrillar",comuna 7,Point (100243.74197213 99962.81893983),-58.46064174,-34.62960517,Peaton-Bicicleta,Bicicleta
142,2016-0176,1,2016-12-28,1,Av Belgrano Y Av Paseo Colon,Avenida,Belgrano Av.,Paseo Colon Av.,Belgrano Av. Y Paseo Colon Av.,comuna 1,Point (108597.31948169 101875.41306445),-58.36956186,-34.61232875,Moto-Pasajeros,Pasajeros
143,2016-0177,1,2016-12-29,4,Arenales 3319,Calle,Arenales,Sd,Arenales 3319,comuna 14,Point (104920.46334566 104589.99681258),-58.40966671,-34.58788235,Peaton-Auto,Auto
144,2016-0178,1,2016-12-30,16,Republica Bolivariana De Venezuela Y Saavedra,Calle,Republica Bolivariana De Venezuela,Saavedra,Republica Bolivariana De Venezuela Y Saavedra,comuna 3,Point (105541.07964363 101532.48653010),-58.40288226,-34.61544091,Multiple,Multiple
145,2017-0001,1,2017-01-02,1,Av. Juan B Justo Y Achupallas,Avenida,"Justo, Juan B. Av.",Achupallas,"Justo, Juan B. Av. Y Achupallas",comuna 11,Point (99757.62471161 102105.99371863),-58.4659423,-34.61028571,Moto-Cargas,Cargas
146,2017-0003,1,2017-01-05,3,Olavarria Y Av. Velez Sarsfield,Avenida,Olavarria,Velez Sarsfield Av.,Olavarria Y Velez Sarsfield Av.,comuna 4,Point (106759.07058844 98352.11326541),-58.38957669,-34.64410277,Cargas-Cargas,Cargas
147,2017-0007,1,2017-01-11,17,Lima Y Mexico,Calle,Lima,Mexico,Lima Y Mexico,comuna 1,Point (107491.43483173 101547.26343171),-58.3816166,-34.61529543,Multiple,Multiple
148,2017-0008,1,2017-01-16,0,Jose A Cabrera Y Bonpland,Calle,"Cabrera, Jose A.",Bonpland,"Cabrera, Jose A. Y Bonpland",comuna 14,Point (102213.80136590 104917.03799721),-58.43917004,-34.58494351,Moto-Pasajeros,Pasajeros
149,2017-0009,1,2017-01-16,13,Au 25 De Mayo Y Av. Boedo,Autopista,Autopista 25 De Mayo,Sd,Autopista 25 De Mayo Y Boedo Av.,comuna 5,Point (104341.1368196 100202.74363294),-58.41595919,-34.62743346,Moto-Cargas,Cargas
150,2017-0010,1,2017-01-16,16,Av. Directorio Y Riglos,Avenida,Directorio Av.,Riglos,Directorio Av. Y Riglos,comuna 6,Point (102535.57417570 100108.76675064),-58.4356488,-34.62828656,Moto-Auto,Auto
151,2017-0011,1,2017-01-22,2,Av. Gral. Paz Y Av. R. Balbin,Gral Paz,"Paz, Gral. Av.","Balbin, Ricardo, Dr. Av.","Paz, Gral. Av. Y Balbin, Ricardo, Dr. Av.",comuna 12,Point (96563.66494817 108815.73881056),-58.5007381,-34.5497951,Moto-Objeto Fijo,Objeto Fijo
152,2017-0012,1,2017-01-24,14,Traful Y Diogenes Taborda,Calle,Traful,"Taborda, Diogenes","Traful Y Taborda, Diogenes",comuna 4,Point (104914.66823035 97637.72796868),-58.40969005,-34.6505529,Moto-Cargas,Cargas
153,2017-0013,1,2017-01-27,7,Iriarte 3055,Avenida,"Iriarte, Gral. Av.",Sd,"Iriarte, Gral. Av. 3055",comuna 4,Point (106744.80812193 97588.11558612),-58.38972622,-34.65098981,Peaton-Cargas,Cargas
154,2017-0014,1,2017-01-28,8,Av. Donado Y Arias,Avenida,Donado,Arias,Donado Y Arias,comuna 12,Point (97378.59173196 108741.41437861),-58.49185972,-34.55046754,Multiple,Multiple
155,2017-0015,1,2017-02-02,15,Cordoba Av. Y Callao,Avenida,Cordoba Av.,Callao Av.,Cordoba Av. Y Callao Av.,comuna 2,Point (106454.66355436 103285.14730222),-58.39293417,-34.59963642,Peaton-Auto,Auto
156,2017-0016,1,2017-02-03,5,"Au 25 De Mayo, Kilometro 8.3, Sentido Hacia Provincia De Buenos Aires, C.A.B.A.",Autopista,Autopista 25 De Mayo,Sd,Autopista 25 De Mayo Km. 8.3,comuna 1,Point (107547.76713701 100705.57738660),-58.38099494,-34.62288231,Moto-Cargas,Cargas
157,2017-0017,1,2017-02-06,8,Av. Juan B Justo Y Paraguay,Avenida,"Justo, Juan B. Av.",Paraguay,"Justo, Juan B. Av. Y Paraguay",comuna 14,Point (103145.91571023 105359.30690018),-58.429012,-34.58095431,Moto-Auto,Auto
158,2017-0018,1,2017-02-09,7,Av. Gral. Paz Y Av. De Los Corrales,Gral Paz,"Paz, Gral. Av.",De Los Corrales Av.,"Paz, Gral. Av. Y De Los Corrales Av.",comuna 9,Point (95832.05571093 95505.41641999),-58.50877521,-34.66977709,Moto-Auto,Auto
159,2017-0021,1,2017-02-18,5,Sarmiento Y Libertad,Calle,Sarmiento,Libertad,Sarmiento Y Libertad,comuna 1,Point (107308.24054153 102678.45528316),-58.38362373,-34.60509972,Moto-Pasajeros,Pasajeros
160,2017-0024,1,2017-02-23,20,Av. Rivadavia 7121,Avenida,Rivadavia Av.,Sd,Rivadavia Av. 7121,comuna 7,Point (99762.20699423 99968.05446003),-58.46589308,-34.62955795,Peaton-Pasajeros,Pasajeros
161,2017-0025,1,2017-02-24,17,Av. Fernandez De La Cruz Y Rivera Indarte,Avenida,"Fernandez De La Cruz, F., Gral. Av.",Rivera Indarte Av.,"Fernandez De La Cruz, F., Gral. Av. Y Rivera Indarte Av.",comuna 7,Point (102489.38230491 97228.94942016),-58.43614426,-34.6542464,Moto-Sd,Sd
162,2017-0026,2,2017-02-26,5,Av. Perito Moreno Y Fournier,Avenida,"Moreno, Perito Av.",Fournier,"Moreno, Perito Av. Y Fournier",comuna 4,Point (104113.67806500 97722.68219304),-58.41842777,-34.64979057,Auto-Objeto Fijo,Objeto Fijo
163,2017-0027,1,2017-02-26,21,Av. Caseros 1429,Avenida,Caseros Av.,Sd,Caseros Av. 1429,comuna 1,Point (107333.53318866 99701.77552382),-58.38332245,-34.6319325,Peaton-Auto,Auto
164,2017-0028,1,2017-02-28,9,Av. Gaona Y Fragata Sarmiento,Avenida,Gaona Av.,Fragata Pres. Sarmiento,Gaona Av. Y Fragata Pres. Sarmiento,comuna 6,Point (100783.70757056 101919.87125456),-58.45475488,-34.61196327,Peaton-Auto,Auto
165,2017-0029,1,2017-03-07,2,Mozart Y Tandil,Calle,Mozart,Tandil,Mozart Y Tandil,comuna 9,Point (98009.35575364 97985.81952007),-58.48501341,-34.64742455,Sd-Auto,Auto
166,2017-0030,1,2017-03-07,8,Mozart Y Colectora Av. Tte. Luis J Dellepiane,Avenida,Mozart,Autopista Dellepiane Luis Tte. Gral.,Mozart Y Autopista Dellepiane Luis Tte. Gral.,comuna 9,Point (99375.77435905 96732.87189547),-58.47010988,-34.65872088,Auto-Pasajeros,Pasajeros
167,2017-0031,1,2017-03-11,1,24 De Noviembre Y Pavon,Calle,24 De Noviembre,Pavon,24 De Noviembre Y Pavon,comuna 3,Point (104889.75647602 100057.93817815),-58.4099756,-34.62873635,Auto-Objeto Fijo,Objeto Fijo
168,2017-0032,1,2017-03-12,5,Av. Gral. Paz Y Pedro De Mendoza,Gral Paz,"Paz, Gral. Av.",Los Cedros,"Paz, Gral. Av. Y Los Cedros",comuna 8,Point (97652.09135282 93973.55833508),-58.48892175,-34.68359163,Auto-Auto,Auto
169,2017-0033,1,2017-03-12,7,Av. Gral. Paz Km. 10,Gral Paz,"Paz, Gral. Av.","Gutierrez, Ricardo","Paz, Gral. Av. Y Gutierrez, Ricardo",comuna 11,Point (94371.21426086 102884.21739121),-58.52466448,-34.60325478,Auto-Auto,Auto
170,2017-0034,1,2017-03-13,7,Godoy Cruz 2651,Calle,Godoy Cruz,Sd,Godoy Cruz 2651,comuna 14,Point (103464.34360929 105543.78205193),-58.42554218,-34.57929036,Peaton-Auto,Auto
171,2017-0035,3,2017-03-23,5,Av. Dr. Tristan Achaval Rodriguez Y Blvd. Azucena Villaflor,Avenida,"Achaval Rodriguez, T., Dr. Av.","Villaflor, Azucena","Achaval Rodriguez, T., Dr. Av. Y Villaflor, Azucena",comuna 1,Point (109583.11620052 102006.72069921),-58.35881506,-34.61113641,Auto-Objeto Fijo,Objeto Fijo
172,2017-0036,2,2017-03-29,18,Curupayti Y Colectora Av. Gral. Paz,Gral Paz,"Paz, Gral. Av.",Campana,"Paz, Gral. Av. Y Campana",comuna 12,Point (95300.18060161 105287.23850698),-58.51452347,-34.58159762,Moto-Pasajeros,Pasajeros
173,2017-0037,1,2017-03-31,3,Av. Independencia Y Virrey Cevallos,Avenida,Independencia Av.,"Cevallos, Virrey","Independencia Av. Y Cevallos, Virrey",comuna 1,Point (106817.01972475 101248.18030272),-58.38896772,-34.61799615,Moto-Cargas,Cargas
174,2017-0038,1,2017-04-01,19,Av. Castañares Y Lautaro,Avenida,Casta?Ares Av.,Lautaro,Castaã‘Ares Av. Y Lautaro,comuna 7,Point (101662.32423755 98406.44885071),-58.44516857,-34.64363363,Moto-Auto,Auto
175,2017-0040,1,2017-04-03,9,Camino Ciudad Unuversitaria Y Av. Tte. Guiraldes,Avenida,"Guiraldes, Int.",Sd,"Guiraldes, Int. 2699",comuna 13,Point (102290.82648731 109281.08885461),-58.43834197,-34.54560369,Multiple,Multiple
176,2017-0041,1,2017-04-03,23,Baldomero Fernandez Moreno 2186,Calle,"Fernandez Moreno, Baldomero",Sd,"Fernandez Moreno, Baldomero 2186",comuna 7,Point (100774.70463767 99328.98632835),-58.45485084,-34.63531854,Moto-Auto,Auto
177,2017-0042,1,2017-04-10,9,Av. Leopoldo Lugones Pkm 6900,Gral Paz,"Lugones, Leopoldo Av.",Sd,"Lugones, Leopoldo Av.",comuna 14,Point (. .),,,Moto-Cargas,Cargas
178,2017-0045,1,2017-04-14,6,Nogoya 5940,Calle,Nogoya,Sd,Nogoya 5940,comuna 10,Point (94388.40460408 100522.78812728),-58.52449285,-34.62454175,Moto-Objeto Fijo,Objeto Fijo
179,2017-0047,1,2017-04-23,6,Av. Argentina Y Av. Corvalan,Avenida,Argentina Av.,Corvalan,Argentina Av. Y Corvalan,comuna 8,Point (99648.31069819 95261.11808541),-58.46713742,-34.6719879,Moto-Auto,Auto
180,2017-0049,1,2017-04-27,18,Av. Fernandez De La Cruz Y Varela,Avenida,"Fernandez De La Cruz, F., Gral. Av.",Varela Av.,"Fernandez De La Cruz, F., Gral. Av. Y Varela Av.",comuna 8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,Peaton-Pasajeros,Pasajeros
181,2017-0050,2,2017-04-28,11,Au Perito Moreno Y Ramal Enlace Au1/Au6,Autopista,Autopista Perito Moreno,Sd,Sd,comuna 9,Point (. .),,,Moto-Cargas,Cargas
182,2017-0051,1,2017-05-01,3,Au Dellepiane 2400,Autopista,Autopista Dellepiane Luis Tte. Gral.,Sd,Sd,comuna 7,Point (. .),,,Auto-Auto,Auto
183,2017-0052,1,2017-05-05,3,Av. Gral. Paz Y Goleta Julia,Gral Paz,"Paz, Gral. Av.",Goleta Santa Cruz,"Paz, Gral. Av. Y Goleta Santa Cruz",comuna 8,Point (97173.99360188 94265.65054023),-58.49413799,-34.68095739,Peaton-Cargas,Cargas
184,2017-0053,1,2017-05-05,20,Vieytes Y Villarino,Calle,Vieytes,Villarino,Vieytes Y Villarino,comuna 4,Point (108050.74089604 97335.15201103),-58.37547846,-34.65326075,Moto-Cargas,Cargas
185,2017-0054,1,2017-05-07,21,Av. De Los Constituyentes Y Pedro Moran,Avenida,De Los Constituyentes Av.,"Moran, Pedro","De Los Constituyentes Av. Y Moran, Pedro",comuna 15,Point (97843.76024114 104700.29820723),-58.48680218,-34.58689719,Moto-Auto,Auto
186,2017-0055,1,2017-05-09,8,Av. De Los Constituyentes 4900,Avenida,De Los Constituyentes Av.,Sd,De Los Constituyentes Av. 4900,comuna 12,Point (97032.68537217 105507.05805581),-58.49563989,-34.57962262,Auto-Auto,Auto
187,2017-0058,1,2017-05-09,23,Av. Cordoba Y Libertad,Avenida,Cordoba Av.,Libertad,Cordoba Av. Y Libertad,comuna 1,Point (107271.27725903 103337.46347012),-58.38403232,-34.5991594,Peaton-Moto,Moto
188,2017-0059,1,2017-05-11,9,Brasil Y Lima,Calle,Brasil,Lima,Brasil Y Lima,comuna 1,Point (107433.79647713 100255.68319210),-58.38223382,-34.62693865,Peaton-Pasajeros,Pasajeros
189,2017-0060,1,2017-05-13,7,Av. Escalada Y Av. Fernandez De La Cruz,Avenida,Escalada Av.,"Fernandez De La Cruz, F., Gral. Av.","Escalada Av. Y Fernandez De La Cruz, F., Gral. Av.",comuna 8,Point (100333.14201607 95123.00813458),-58.45966521,-34.67323292,Moto-Objeto Fijo,Objeto Fijo
190,2017-0061,1,2017-05-15,13,Paraguay Y Av. Callao,Avenida,Paraguay,Callao Av.,Paraguay Y Callao Av.,comuna 2,Point (106445.10866138 103387.80115442),-58.39303911,-34.59871111,Peaton-Moto,Moto
191,2017-0062,1,2017-05-15,16,Av. Juan B Justo Y San Blas,Avenida,"Justo, Juan B. Av.",San Blas,"Justo, Juan B. Av. Y San Blas",comuna 10,Point (95477.60201436 99478.59069542),-58.51262106,-34.63395999,Moto-Cargas,Cargas
192,2017-0063,1,2017-05-17,10,Chile Y Av. 9 De Julio,Avenida,Chile,9 De Julio Av.,Chile Y 9 De Julio Av.,comuna 1,Point (107531.03549571 101417.11038758),-58.38118367,-34.61646839,Peaton-Pasajeros,Pasajeros
193,2017-0064,1,2017-05-20,5,Maipu Y Peron,Calle,Maipu,"Peron, Juan Domingo, Tte. General","Maipu Y Peron, Juan Domingo, Tte. General",comuna 1,Point (107958.58079244 102597.49225224),-58.37653284,-34.60582475,Cargas-Auto,Auto
194,2017-0065,1,2017-05-22,16,Av. Suarez Y Herrera,Avenida,Suarez Av.,Herrera,Suarez Av. Y Herrera,comuna 4,Point (107903.91828587 98767.43091425),-58.37709334,-34.64035082,Bicicleta-Cargas,Cargas
195,2017-0066,1,2017-05-22,18,Av. San Martin Y Fragata Sarmiento,Avenida,San Martin Av.,Fragata Pres. Sarmiento,San Martin Av. Y Fragata Pres. Sarmiento,comuna 15,Point (100300.69930045 102792.78597597),-58.46002142,-34.60409469,Peaton-Pasajeros,Pasajeros
196,2017-0067,1,2017-05-23,2,Av. Directorio Y Av. Jose Maria Moreno,Avenida,Directorio Av.,"Moreno, Jose Maria Av.","Directorio Av. Y Moreno, Jose Maria Av.",comuna 6,Point (102703.30911569 100138.40769771),-58.4338197,-34.62801894,Moto-Cargas,Cargas
197,2017-0068,1,2017-05-27,19,Av. Tte. Francisco Rabanal 2950,Avenida,"Rabanal, Francisco, Intendente Av.",Sd,"Rabanal, Francisco, Intendente Av. 2950",comuna 8,Point (102520.03961549 96105.29592085),-58.43580656,-34.66437532,Moto-Objeto Fijo,Objeto Fijo
198,2017-0069,1,2017-05-24,14,Av. Gral. Paz Y Ulrico Schmidl,Gral Paz,"Paz, Gral. Av.","Schmidl, Ulrico","Paz, Gral. Av. Y Schmidl, Ulrico",comuna 9,Point (94644.00300729 96592.22735507),-58.52173071,-34.65997463,Moto-Sd,Sd
199,2017-0070,1,2017-05-30,13,Nueva York  3696,Calle,Nueva York,Sd,Nueva York 3696,comuna 11,Point (95907.08722675 103463.22327776),-58.50791763,-34.59804273,Peaton-Auto,Auto
200,2017-0072,1,2017-06-03,23,Av. De Los Constituyentes Y Vallejos,Avenida,De Los Constituyentes Av.,Vallejos,De Los Constituyentes Av. Y Vallejos,comuna 12,Point (97389.59663507 105213.53381695),-58.49175088,-34.58226957,Auto-Auto,Auto
201,2017-0073,1,2017-06-04,9,Av. Corrientes Y Ecuador,Avenida,Corrientes Av.,Ecuador,Corrientes Av. Y Ecuador,comuna 3,Point (105089.38820014 102773.44772064),-58.40781467,-34.60425669,Moto-Auto,Auto
202,2017-0074,1,2017-06-04,12,Casco 133,Calle,Casco,Sd,Casco 133,comuna 9,Point (94281.31244858 99043.29027489),-58.52567073,-34.63787791,Sd-Sd,Sd
203,2017-0075,1,2017-06-12,22,Av. De Mayo Y Av. 9 De Julio,Avenida,De Mayo Av.,9 De Julio Av.,De Mayo Av. Y 9 De Julio Av.,comuna 1,Point (107498.83241886 102238.54924157),-58.381542,-34.60906385,Peaton-Moto,Moto
204,2017-0076,1,2017-06-13,14,Av. Ramon Castillo Y Calle 12,Avenida,"Castillo, Ramon S., Pres. Av.",Calle 12 (No Oficial),"Castillo, Ramon S., Pres. Av. Y Calle 12 (No Oficial)",comuna 2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,Peaton-Cargas,Cargas
205,2017-0077,1,2017-06-17,23,Fray Justo Santamaria De Oro 1930,Calle,Fray Justo Santamaria De Oro,Sd,Fray Justo Santamaria De Oro 1930,comuna 14,Point (103115.59520137 104964.08461543),-58.42934104,-34.58451712,Moto-Cargas,Cargas
206,2017-0079,1,2017-06-19,16,Mexico Y Dean Funes,Calle,Mexico,Dean Funes,Mexico Y Dean Funes,comuna 3,Point (105202.26736061 101269.73269565),-58.40657493,-34.61781124,Moto-Cargas,Cargas
207,2017-0080,1,2017-06-22,10,Av. Juan B Alberdi Y Av. Escalada,Avenida,"Alberdi, Juan Bautista Av.",Escalada Av.,"Alberdi, Juan Bautista Av. Y Escalada Av.",comuna 9,Point (97070.50716478 98268.08001276),-58.49525314,-34.64487785,Peaton-Cargas,Cargas
208,2017-0082,1,2017-06-25,22,Av. Entre Rios Y Av. Brasil,Avenida,Entre Rios Av.,Brasil,Entre Rios Av. Y Brasil,comuna 4,Point (106636.30041967 99991.34072603),-58.39092851,-34.62932696,Peaton-Auto,Auto
